width:14.614, height:5.793, time:0.0
width:14.567, height:5.767, time:0.0
width:14.567, height:5.788, time:0.0
width:14.568, height:5.786, time:0.0
width:14.568, height:5.787, time:0.0
width:14.518, height:5.786, time:0.014397144317626953
width:14.543, height:5.761, time:0.014397144317626953
width:14.543, height:5.782, time:0.014397144317626953
width:14.517, height:5.766, time:0.02304363250732422
width:14.517, height:5.764, time:0.0253756046295166
width:14.517, height:5.77, time:0.02765059471130371
width:14.518, height:5.776, time:0.030075550079345703
width:14.517, height:5.771, time:0.032851457595825195
width:14.544, height:5.762, time:0.03761482238769531
width:14.469, height:5.791, time:0.038927555084228516
width:14.466, height:5.803, time:0.04309535026550293
width:14.493, height:5.774, time:0.045404672622680664
width:14.442, height:5.806, time:0.049484968185424805
width:14.419, height:5.746, time:0.0518031120300293
width:14.394, height:5.768, time:0.0518031120300293
width:14.344, height:5.779, time:0.0518031120300293
width:14.319, height:5.797, time:0.06130361557006836
width:14.319, height:5.81, time:0.06294083595275879
width:14.294, height:5.803, time:0.06294083595275879
width:14.293, height:5.803, time:0.06294083595275879
width:14.317, height:5.83, time:0.06294083595275879
width:14.317, height:5.775, time:0.07395219802856445
width:14.317, height:5.774, time:0.07395219802856445
width:14.269, height:5.769, time:0.0769648551940918
width:14.318, height:5.79, time:0.0812232494354248
width:14.27, height:5.757, time:0.0843956470489502
width:14.27, height:5.73, time:0.08700823783874512
width:14.269, height:5.757, time:0.08858823776245117
width:14.243, height:5.766, time:0.09118103981018066
width:14.243, height:5.752, time:0.09385561943054199
width:14.219, height:5.745, time:0.09552788734436035
width:14.219, height:5.735, time:0.0981452465057373
width:14.218, height:5.743, time:0.10128116607666016
width:14.193, height:5.736, time:0.10232162475585938
width:14.192, height:5.741, time:0.1070716381072998
width:14.168, height:5.747, time:0.1087040901184082
width:14.168, height:5.747, time:0.10921835899353027
width:14.217, height:5.762, time:0.11028146743774414
width:14.193, height:5.771, time:0.11185193061828613
width:14.193, height:5.762, time:0.11237192153930664
width:14.168, height:5.756, time:0.11342048645019531
width:14.194, height:5.731, time:0.11816525459289551
width:14.169, height:5.71, time:0.12131595611572266
width:14.169, height:5.702, time:0.12402629852294922
width:14.169, height:5.708, time:0.1271686553955078
width:14.168, height:5.707, time:0.1298084259033203
width:14.168, height:5.71, time:0.1313648223876953
width:14.169, height:5.725, time:0.13314533233642578
width:14.118, height:5.726, time:0.13314533233642578
width:14.169, height:5.711, time:0.14003920555114746
width:14.169, height:5.706, time:0.1432175636291504
width:14.193, height:5.738, time:0.14801263809204102
width:14.168, height:5.753, time:0.14960503578186035
width:14.118, height:5.742, time:0.15119504928588867
width:14.117, height:5.756, time:0.15433931350708008
width:14.142, height:5.744, time:0.16005587577819824
width:14.092, height:5.712, time:0.1632249355316162
width:14.092, height:5.693, time:0.16427302360534668
width:14.119, height:5.73, time:0.1674191951751709
width:14.142, height:5.776, time:0.1701052188873291
width:14.142, height:5.763, time:0.17168021202087402
width:14.142, height:5.734, time:0.17430877685546875
width:14.142, height:5.727, time:0.17693400382995605
width:14.119, height:5.723, time:0.18006610870361328
width:14.119, height:5.72, time:0.18110918998718262
width:14.118, height:5.724, time:0.18424201011657715
width:14.118, height:5.73, time:0.1847546100616455
width:14.07, height:5.682, time:0.18595480918884277
width:14.07, height:5.682, time:0.18679499626159668
width:14.118, height:5.737, time:0.18679499626159668
width:14.117, height:5.774, time:0.18679499626159668
width:14.119, height:5.763, time:0.18679499626159668
width:14.119, height:5.767, time:0.18679499626159668
width:14.12, height:5.776, time:0.1977400779724121
width:14.094, height:5.755, time:0.20123744010925293
width:14.093, height:5.751, time:0.2022566795349121
