width:15.288, height:5.214, time:0.0
width:15.29, height:5.207, time:0.0
width:15.243, height:5.201, time:0.004503965377807617
width:15.266, height:5.24, time:0.004503965377807617
width:15.266, height:5.259, time:0.004503965377807617
width:15.266, height:5.284, time:0.004503965377807617
width:15.216, height:5.287, time:0.015396356582641602
width:15.216, height:5.286, time:0.015396356582641602
width:15.242, height:5.268, time:0.01915454864501953
width:15.215, height:5.261, time:0.020168066024780273
width:15.215, height:5.255, time:0.023402690887451172
width:15.212, height:5.249, time:0.02681708335876465
width:15.167, height:5.282, time:0.02681708335876465
width:15.167, height:5.299, time:0.02681708335876465
width:15.141, height:5.33, time:0.02681708335876465
width:15.166, height:5.319, time:0.02681708335876465
width:15.116, height:5.311, time:0.039003610610961914
width:15.117, height:5.31, time:0.039003610610961914
width:15.118, height:5.302, time:0.039003610610961914
width:15.117, height:5.355, time:0.039003610610961914
width:15.118, height:5.353, time:0.051514625549316406
width:15.091, height:5.35, time:0.051514625549316406
width:15.091, height:5.347, time:0.051514625549316406
width:15.092, height:5.356, time:0.051514625549316406
width:15.094, height:5.332, time:0.051514625549316406
width:15.094, height:5.337, time:0.051514625549316406
width:15.093, height:5.361, time:0.051514625549316406
width:15.093, height:5.361, time:0.051514625549316406
width:15.091, height:5.323, time:0.06715559959411621
width:15.069, height:5.308, time:0.06715559959411621
width:15.068, height:5.319, time:0.07379603385925293
width:15.016, height:5.323, time:0.07645082473754883
width:14.992, height:5.356, time:0.07877707481384277
width:14.967, height:5.34, time:0.08300590515136719
width:14.966, height:5.338, time:0.08553147315979004
width:14.966, height:5.312, time:0.08699822425842285
width:14.942, height:5.351, time:0.0901937484741211
width:14.941, height:5.33, time:0.09270381927490234
width:14.866, height:5.349, time:0.09550237655639648
width:14.841, height:5.369, time:0.09686636924743652
width:14.891, height:5.351, time:0.09966421127319336
width:14.867, height:5.342, time:0.10272812843322754
width:14.893, height:5.384, time:0.10436081886291504
width:14.845, height:5.338, time:0.10862350463867188
width:14.796, height:5.33, time:0.10862350463867188
width:14.841, height:5.332, time:0.10862350463867188
width:14.793, height:5.348, time:0.11563801765441895
width:14.793, height:5.349, time:0.11563801765441895
width:14.795, height:5.323, time:0.1191413402557373
width:14.805, height:5.315, time:0.1191413402557373
width:14.768, height:5.307, time:0.12245321273803711
width:14.768, height:5.35, time:0.12245321273803711
width:14.768, height:5.346, time:0.12245321273803711
width:14.768, height:5.35, time:0.13002586364746094
width:14.718, height:5.334, time:0.13350653648376465
width:14.693, height:5.341, time:0.135390043258667
width:14.693, height:5.351, time:0.13814163208007812
width:14.668, height:5.345, time:0.13814163208007812
width:14.693, height:5.345, time:0.13814163208007812
width:14.692, height:5.351, time:0.14042448997497559
width:14.667, height:5.388, time:0.14300179481506348
width:14.668, height:5.377, time:0.14701437950134277
width:14.643, height:5.4, time:0.14701437950134277
width:14.643, height:5.398, time:0.14701437950134277
width:14.618, height:5.409, time:0.1565074920654297
width:14.643, height:5.411, time:0.1565074920654297
width:14.618, height:5.403, time:0.16207528114318848
width:14.643, height:5.399, time:0.1638190746307373
width:14.643, height:5.413, time:0.1661691665649414
width:14.592, height:5.415, time:0.17078328132629395
width:14.592, height:5.4, time:0.17187190055847168
width:14.592, height:5.402, time:0.17462992668151855
width:14.567, height:5.403, time:0.1781449317932129
width:14.567, height:5.397, time:0.1781449317932129
width:14.518, height:5.343, time:0.1781449317932129
width:14.541, height:5.363, time:0.18655109405517578
width:14.567, height:5.329, time:0.18987178802490234
width:14.542, height:5.321, time:0.19146108627319336
width:14.492, height:5.298, time:0.19515419006347656
width:14.517, height:5.283, time:0.19963717460632324
width:14.543, height:5.283, time:0.20243406295776367
width:14.543, height:5.253, time:0.20647001266479492
width:14.544, height:5.269, time:0.20997881889343262
width:14.543, height:5.284, time:0.21133065223693848
width:14.543, height:5.288, time:0.21133065223693848
width:14.544, height:5.28, time:0.21906375885009766
width:14.543, height:5.265, time:0.22140288352966309
width:14.544, height:5.271, time:0.22373247146606445
width:14.518, height:5.3, time:0.22675275802612305
width:14.518, height:5.332, time:0.22953009605407715
width:14.518, height:5.321, time:0.23342370986938477
width:14.517, height:5.347, time:0.23542523384094238
width:14.619, height:5.362, time:0.23976683616638184
width:14.567, height:5.315, time:0.24295449256896973
width:14.617, height:5.313, time:0.24424362182617188
width:14.542, height:5.329, time:0.24565982818603516
width:14.492, height:5.355, time:0.249558687210083
width:14.517, height:5.357, time:0.25132274627685547
width:14.466, height:5.321, time:0.2541847229003906
width:14.441, height:5.325, time:0.2590179443359375
width:14.441, height:5.331, time:0.2602522373199463
width:14.442, height:5.353, time:0.2614428997039795
width:14.442, height:5.33, time:0.2643094062805176
width:14.492, height:5.327, time:0.26723194122314453
width:14.518, height:5.373, time:0.27196693420410156
width:14.544, height:5.374, time:0.27484703063964844
width:14.515, height:5.357, time:0.27623987197875977
width:14.493, height:5.344, time:0.2791280746459961
width:14.543, height:5.32, time:0.2815358638763428
width:14.543, height:5.306, time:0.2832932472229004
width:14.517, height:5.316, time:0.28746461868286133
width:14.492, height:5.33, time:0.2910001277923584
width:14.492, height:5.339, time:0.2910001277923584
width:14.518, height:5.35, time:0.2910001277923584
width:14.491, height:5.32, time:0.2940835952758789
width:14.467, height:5.345, time:0.29756689071655273
width:14.467, height:5.345, time:0.3003220558166504
width:14.492, height:5.359, time:0.3015871047973633
width:14.493, height:5.353, time:0.3067176342010498
width:14.492, height:5.374, time:0.30942392349243164
width:14.493, height:5.362, time:0.3131828308105469
width:14.518, height:5.397, time:0.3151545524597168
width:14.569, height:5.402, time:0.31632399559020996
width:14.569, height:5.381, time:0.31932902336120605
width:14.544, height:5.372, time:0.32174062728881836
width:14.543, height:5.366, time:0.3228261470794678
width:14.543, height:5.375, time:0.3228261470794678
width:14.544, height:5.333, time:0.32770681381225586
width:14.543, height:5.328, time:0.3304562568664551
width:14.543, height:5.326, time:0.33325862884521484
width:14.543, height:5.322, time:0.33599019050598145
width:14.543, height:5.326, time:0.3388357162475586
width:14.493, height:5.339, time:0.3406035900115967
width:14.469, height:5.337, time:0.3406035900115967
width:14.443, height:5.353, time:0.3443777561187744
width:14.518, height:5.354, time:0.3473782539367676
width:14.493, height:5.356, time:0.3473782539367676
width:14.466, height:5.355, time:0.3516402244567871
width:14.443, height:5.331, time:0.355273962020874
width:14.469, height:5.346, time:0.3565824031829834
width:14.469, height:5.349, time:0.3576958179473877
width:14.467, height:5.353, time:0.35880017280578613
width:14.517, height:5.334, time:0.360288143157959
width:14.542, height:5.323, time:0.360288143157959
width:14.542, height:5.317, time:0.3639249801635742
width:14.542, height:5.309, time:0.3652811050415039
width:14.559, height:5.338, time:0.3652811050415039
width:14.558, height:5.336, time:0.36629247665405273
width:14.493, height:5.332, time:0.37203288078308105
width:14.543, height:5.31, time:0.3733177185058594
width:14.492, height:5.333, time:0.37616753578186035
width:14.493, height:5.348, time:0.3793354034423828
width:14.542, height:5.356, time:0.3897874355316162
width:14.468, height:5.395, time:0.39098453521728516
width:14.468, height:5.397, time:0.3921029567718506
width:14.493, height:5.373, time:0.39316320419311523
width:14.493, height:5.37, time:0.3941690921783447
width:14.493, height:5.369, time:0.3941690921783447
width:14.469, height:5.322, time:0.3961677551269531
width:14.467, height:5.297, time:0.39924049377441406
width:14.518, height:5.344, time:0.40175294876098633
width:14.493, height:5.336, time:0.4047660827636719
width:14.468, height:5.318, time:0.4077632427215576
width:14.494, height:5.329, time:0.4087636470794678
width:14.494, height:5.332, time:0.41176390647888184
width:14.493, height:5.281, time:0.4165787696838379
width:14.493, height:5.28, time:0.41758036613464355
width:14.543, height:5.273, time:0.42096638679504395
width:14.274, height:5.296, time:0.42406702041625977
width:14.518, height:5.294, time:0.42633509635925293
width:14.518, height:5.306, time:0.42816615104675293
width:14.523, height:5.272, time:0.43079543113708496
width:14.562, height:5.286, time:0.43401050567626953
width:14.553, height:5.288, time:0.4351985454559326
width:14.519, height:5.329, time:0.43767428398132324
width:14.561, height:5.338, time:0.44022178649902344
width:14.593, height:5.334, time:0.4422447681427002
width:14.593, height:5.304, time:0.44468164443969727
width:14.567, height:5.295, time:0.4476926326751709
width:14.545, height:5.311, time:0.4492368698120117
width:14.492, height:5.254, time:0.45183610916137695
width:14.568, height:5.278, time:0.45419812202453613
width:14.518, height:5.298, time:0.4561958312988281
width:14.518, height:5.327, time:0.4588468074798584
width:14.468, height:5.328, time:0.4620218276977539
width:14.468, height:5.361, time:0.46486544609069824
width:14.493, height:5.329, time:0.4679574966430664
width:14.493, height:5.379, time:0.47095584869384766
width:14.493, height:5.379, time:0.4719560146331787
width:14.493, height:5.382, time:0.47295546531677246
width:14.543, height:5.395, time:0.4739551544189453
width:14.542, height:5.343, time:0.4769570827484131
width:14.543, height:5.332, time:0.47795748710632324
width:14.543, height:5.326, time:0.4794604778289795
width:14.568, height:5.324, time:0.4794604778289795
width:14.568, height:5.322, time:0.4804658889770508
width:14.492, height:5.396, time:0.48607397079467773
width:14.492, height:5.358, time:0.4882087707519531
width:14.544, height:5.325, time:0.49204087257385254
width:14.595, height:5.341, time:0.4948406219482422
width:14.569, height:5.357, time:0.497406005859375
width:14.493, height:5.301, time:0.5004270076751709
width:14.444, height:5.254, time:0.5041429996490479
width:14.493, height:5.33, time:0.5088024139404297
width:14.493, height:5.336, time:0.5118021965026855
width:14.543, height:5.325, time:0.5148019790649414
width:14.569, height:5.331, time:0.5178027153015137
width:14.617, height:5.315, time:0.5209672451019287
width:14.569, height:5.288, time:0.5239784717559814
width:14.518, height:5.272, time:0.5264883041381836
width:14.517, height:5.294, time:0.5298702716827393
width:14.568, height:5.346, time:0.5330774784088135
width:14.568, height:5.33, time:0.5360772609710693
width:14.567, height:5.32, time:0.5384278297424316
width:14.517, height:5.326, time:0.5434331893920898
width:14.543, height:5.324, time:0.5464329719543457
width:14.617, height:5.309, time:0.5498533248901367
width:14.492, height:5.249, time:0.555424690246582
width:14.492, height:5.248, time:0.5591323375701904
width:14.492, height:5.248, time:0.5604016780853271
width:14.542, height:5.229, time:0.5651288032531738
width:14.492, height:5.237, time:0.567751407623291
width:14.567, height:5.239, time:0.5708110332489014
width:14.567, height:5.23, time:0.5719764232635498
width:14.593, height:5.199, time:0.5750455856323242
width:14.566, height:5.203, time:0.578242301940918
width:14.565, height:5.228, time:0.5804855823516846
width:14.542, height:5.246, time:0.583686351776123
width:14.542, height:5.251, time:0.5846874713897705
width:14.542, height:5.173, time:0.5899102687835693
width:14.519, height:5.226, time:0.5924456119537354
width:14.519, height:5.288, time:0.5954887866973877
width:14.518, height:5.276, time:0.5964868068695068
width:14.518, height:5.275, time:0.5998117923736572
width:14.518, height:5.216, time:0.6032423973083496
width:14.618, height:5.263, time:0.608039379119873
width:14.668, height:5.239, time:0.6110384464263916
width:14.643, height:5.27, time:0.6140401363372803
width:14.642, height:5.273, time:0.6140401363372803
width:14.618, height:5.248, time:0.6172807216644287
width:14.566, height:5.219, time:0.6209688186645508
width:14.515, height:5.225, time:0.62398362159729
width:14.517, height:5.208, time:0.6290261745452881
width:14.539, height:5.224, time:0.6314151287078857
width:14.538, height:5.237, time:0.6326467990875244
width:14.587, height:5.261, time:0.6356542110443115
width:14.611, height:5.269, time:0.6382102966308594
width:14.568, height:5.265, time:0.6395869255065918
width:14.618, height:5.267, time:0.6406807899475098
width:14.593, height:5.289, time:0.6417269706726074
width:14.667, height:5.306, time:0.6452140808105469
width:14.639, height:5.304, time:0.6463456153869629
width:14.593, height:5.247, time:0.6490011215209961
width:14.587, height:5.278, time:0.6513900756835938
width:14.568, height:5.253, time:0.6543962955474854
width:14.568, height:5.253, time:0.6560711860656738
width:14.586, height:5.305, time:0.6590368747711182
width:14.592, height:5.264, time:0.6616244316101074
width:14.568, height:5.297, time:0.6647963523864746
width:14.543, height:5.309, time:0.6657896041870117
width:14.517, height:5.324, time:0.6687901020050049
width:14.517, height:5.348, time:0.6720757484436035
width:14.518, height:5.363, time:0.674424409866333
width:14.543, height:5.337, time:0.6754226684570312
width:14.543, height:5.341, time:0.6789612770080566
width:14.543, height:5.337, time:0.6804735660552979
width:14.543, height:5.325, time:0.6833202838897705
width:14.568, height:5.328, time:0.6856582164764404
width:14.567, height:5.302, time:0.6866621971130371
width:14.516, height:5.277, time:0.6900990009307861
width:14.542, height:5.358, time:0.6952817440032959
width:14.517, height:5.355, time:0.6981699466705322
width:14.517, height:5.336, time:0.6992592811584473
width:14.543, height:5.319, time:0.7002644538879395
width:14.543, height:5.313, time:0.7012648582458496
width:14.543, height:5.328, time:0.7042665481567383
width:14.518, height:5.287, time:0.7066490650177002
width:14.466, height:5.294, time:0.7096483707427979
width:14.466, height:5.268, time:0.7131223678588867
width:14.466, height:5.292, time:0.7181270122528076
width:14.416, height:5.293, time:0.7206366062164307
width:14.439, height:5.295, time:0.7236344814300537
width:14.439, height:5.277, time:0.7246353626251221
width:14.517, height:5.278, time:0.7278451919555664
width:14.503, height:5.282, time:0.7328543663024902
width:14.494, height:5.256, time:0.7358620166778564
width:14.491, height:5.282, time:0.7368650436401367
width:14.491, height:5.282, time:0.7378635406494141
width:14.491, height:5.286, time:0.7388696670532227
width:14.49, height:5.294, time:0.7400832176208496
