width:19.209, height:6.355, time:0.0
width:19.136, height:6.375, time:0.0
width:19.111, height:6.378, time:0.0
width:19.112, height:6.382, time:0.008374214172363281
width:19.143, height:6.384, time:0.01058816909790039
width:19.093, height:6.353, time:0.01262974739074707
width:19.114, height:6.329, time:0.020152807235717773
width:19.113, height:6.315, time:0.022977590560913086
width:19.117, height:6.351, time:0.0260164737701416
width:19.143, height:6.408, time:0.02916574478149414
width:19.093, height:6.355, time:0.033736467361450195
width:19.119, height:6.333, time:0.03554987907409668
width:19.118, height:6.321, time:0.0423123836517334
width:19.118, height:6.316, time:0.0423123836517334
width:19.092, height:6.304, time:0.0423123836517334
width:19.067, height:6.365, time:0.048793792724609375
width:19.067, height:6.355, time:0.054262638092041016
width:19.068, height:6.355, time:0.0564272403717041
width:19.068, height:6.355, time:0.05843520164489746
width:19.036, height:6.351, time:0.06043243408203125
width:19.035, height:6.344, time:0.0636451244354248
width:19.045, height:6.308, time:0.066650390625
width:19.043, height:6.336, time:0.06983280181884766
width:19.044, height:6.341, time:0.07481932640075684
width:19.067, height:6.341, time:0.07583260536193848
width:19.067, height:6.339, time:0.07728815078735352
width:19.067, height:6.386, time:0.07728815078735352
width:19.067, height:6.389, time:0.08282923698425293
width:18.992, height:6.327, time:0.08585715293884277
width:18.964, height:6.35, time:0.08857893943786621
width:19.015, height:6.35, time:0.08958721160888672
width:18.994, height:6.354, time:0.09301972389221191
width:18.962, height:6.4, time:0.09633898735046387
width:18.962, height:6.382, time:0.09882497787475586
width:18.918, height:6.331, time:0.10033130645751953
width:18.969, height:6.34, time:0.10314559936523438
width:18.919, height:6.368, time:0.10588288307189941
width:18.919, height:6.365, time:0.10692954063415527
width:18.951, height:6.361, time:0.11035966873168945
width:18.924, height:6.337, time:0.11330413818359375
width:18.939, height:6.368, time:0.11430549621582031
width:18.94, height:6.339, time:0.11675643920898438
width:18.894, height:6.322, time:0.1197819709777832
width:18.951, height:6.324, time:0.1225440502166748
width:18.919, height:6.345, time:0.12459278106689453
width:18.919, height:6.353, time:0.1265106201171875
