width:27.362, height:6.247, time:0.0
width:27.319, height:6.241, time:0.0010004043579101562
width:27.319, height:6.272, time:0.0039997100830078125
width:27.368, height:6.297, time:0.007002592086791992
width:27.393, height:6.314, time:0.010728597640991211
width:27.419, height:6.222, time:0.015049934387207031
width:27.394, height:6.211, time:0.01815319061279297
width:27.394, height:6.221, time:0.01963496208190918
width:27.393, height:6.248, time:0.022213459014892578
width:27.269, height:6.237, time:0.0255434513092041
width:27.268, height:6.228, time:0.02825188636779785
width:27.319, height:6.27, time:0.03114628791809082
width:27.319, height:6.263, time:0.03455662727355957
width:27.319, height:6.251, time:0.03684258460998535
width:27.319, height:6.249, time:0.03805351257324219
width:27.319, height:6.239, time:0.04107832908630371
width:27.294, height:6.21, time:0.044638633728027344
width:27.319, height:6.222, time:0.046973466873168945
width:27.319, height:6.221, time:0.05001688003540039
width:27.294, height:6.226, time:0.05350947380065918
width:27.293, height:6.228, time:0.05475473403930664
width:27.268, height:6.258, time:0.05754280090332031
width:27.268, height:6.293, time:0.05997872352600098
width:27.268, height:6.282, time:0.0630044937133789
width:27.268, height:6.282, time:0.06400847434997559
width:27.293, height:6.254, time:0.06746029853820801
width:27.241, height:6.255, time:0.07083702087402344
width:27.241, height:6.267, time:0.07309365272521973
width:27.266, height:6.214, time:0.07526350021362305
width:27.266, height:6.211, time:0.07651853561401367
width:27.219, height:6.23, time:0.08002376556396484
width:27.219, height:6.231, time:0.08307695388793945
width:27.219, height:6.227, time:0.08407831192016602
width:27.22, height:6.207, time:0.08729314804077148
width:27.22, height:6.216, time:0.09013056755065918
width:27.22, height:6.217, time:0.09113097190856934
width:27.219, height:6.235, time:0.09412837028503418
width:27.194, height:6.264, time:0.09754729270935059
width:27.194, height:6.261, time:0.09980893135070801
width:27.194, height:6.26, time:0.10301899909973145
width:27.194, height:6.26, time:0.1040194034576416
width:27.194, height:6.265, time:0.10745501518249512
width:27.169, height:6.259, time:0.10745501518249512
width:27.169, height:6.236, time:0.11148238182067871
width:27.169, height:6.234, time:0.11261701583862305
width:27.169, height:6.228, time:0.11261701583862305
width:27.169, height:6.226, time:0.1140899658203125
width:27.195, height:6.198, time:0.11725711822509766
width:27.195, height:6.198, time:0.1186838150024414
width:27.169, height:6.219, time:0.12180829048156738
width:27.143, height:6.221, time:0.12454962730407715
width:27.119, height:6.25, time:0.12711739540100098
width:27.143, height:6.243, time:0.12964653968811035
width:27.118, height:6.226, time:0.13265228271484375
width:27.119, height:6.221, time:0.1336531639099121
width:27.17, height:6.199, time:0.13758206367492676
width:27.171, height:6.207, time:0.14058947563171387
width:27.172, height:6.208, time:0.14058947563171387
width:27.093, height:6.221, time:0.14403057098388672
width:27.172, height:6.226, time:0.1471414566040039
width:27.172, height:6.223, time:0.1486518383026123
width:27.118, height:6.245, time:0.15065312385559082
width:27.144, height:6.203, time:0.15265870094299316
width:27.116, height:6.169, time:0.15465855598449707
width:27.116, height:6.213, time:0.15766000747680664
width:27.116, height:6.228, time:0.15968775749206543
width:27.093, height:6.255, time:0.16248583793640137
width:27.093, height:6.257, time:0.16309022903442383
width:27.117, height:6.257, time:0.16625571250915527
width:27.069, height:6.23, time:0.16926288604736328
width:27.069, height:6.231, time:0.17026591300964355
width:27.069, height:6.241, time:0.17328619956970215
width:27.043, height:6.217, time:0.17629241943359375
width:27.093, height:6.248, time:0.17729592323303223
width:27.093, height:6.265, time:0.180527925491333
width:27.093, height:6.263, time:0.18154239654541016
width:27.093, height:6.257, time:0.18254852294921875
width:27.094, height:6.246, time:0.1835489273071289
width:27.094, height:6.246, time:0.18454790115356445
width:27.043, height:6.267, time:0.1878371238708496
width:27.068, height:6.277, time:0.19002032279968262
width:27.092, height:6.274, time:0.19147992134094238
width:27.067, height:6.272, time:0.19269204139709473
width:27.068, height:6.275, time:0.19540715217590332
width:27.092, height:6.277, time:0.19812846183776855
width:27.019, height:6.249, time:0.20114827156066895
width:26.993, height:6.224, time:0.20415449142456055
width:27.042, height:6.255, time:0.20767712593078613
width:26.992, height:6.254, time:0.21068835258483887
width:26.992, height:6.281, time:0.21309804916381836
width:26.992, height:6.297, time:0.21419048309326172
width:26.992, height:6.324, time:0.21753358840942383
width:27.018, height:6.306, time:0.2225325107574463
width:27.018, height:6.303, time:0.22496962547302246
width:27.018, height:6.294, time:0.2259683609008789
width:26.993, height:6.299, time:0.22968220710754395
width:26.993, height:6.308, time:0.23195910453796387
width:26.967, height:6.3, time:0.23296380043029785
width:26.967, height:6.304, time:0.23597478866577148
width:26.966, height:6.308, time:0.2393941879272461
width:26.966, height:6.317, time:0.24191880226135254
width:26.929, height:6.28, time:0.24292826652526855
width:26.903, height:6.295, time:0.24596095085144043
width:26.979, height:6.287, time:0.24697041511535645
width:26.898, height:6.254, time:0.2504560947418213
width:26.983, height:6.297, time:0.2528567314147949
width:26.951, height:6.293, time:0.2538571357727051
width:26.951, height:6.294, time:0.25624513626098633
width:26.947, height:6.25, time:0.2577352523803711
width:26.95, height:6.286, time:0.2612779140472412
width:26.925, height:6.301, time:0.26427698135375977
width:26.927, height:6.309, time:0.2650718688964844
width:26.958, height:6.282, time:0.26843905448913574
width:26.934, height:6.301, time:0.2694694995880127
width:26.942, height:6.324, time:0.27258920669555664
width:26.942, height:6.307, time:0.2755887508392334
width:26.917, height:6.304, time:0.2776646614074707
width:26.917, height:6.308, time:0.278670072555542
width:26.867, height:6.328, time:0.282562255859375
width:26.867, height:6.33, time:0.2836151123046875
width:26.867, height:6.337, time:0.2861945629119873
width:26.917, height:6.343, time:0.2874629497528076
width:26.893, height:6.338, time:0.2900686264038086
width:26.893, height:6.35, time:0.2910764217376709
width:26.869, height:6.348, time:0.29421520233154297
width:26.894, height:6.35, time:0.29564476013183594
width:26.894, height:6.348, time:0.2968175411224365
