width:25.167, height:6.835, time:0.001998424530029297
width:25.166, height:6.839, time:0.004330158233642578
width:25.137, height:6.771, time:0.006347179412841797
width:25.137, height:6.786, time:0.007636070251464844
width:25.133, height:6.824, time:0.019432544708251953
width:25.134, height:6.826, time:0.02043914794921875
width:25.141, height:6.832, time:0.021437406539916992
width:25.142, height:6.84, time:0.02243781089782715
width:25.092, height:6.824, time:0.025437116622924805
width:25.168, height:6.765, time:0.028436660766601562
width:25.168, height:6.8, time:0.03161931037902832
width:25.166, height:6.825, time:0.03287029266357422
width:25.09, height:6.787, time:0.03589940071105957
width:25.09, height:6.793, time:0.03690147399902344
width:25.115, height:6.807, time:0.03989768028259277
width:25.067, height:6.789, time:0.04289817810058594
width:25.041, height:6.788, time:0.04505634307861328
width:25.042, height:6.787, time:0.04694724082946777
width:25.041, height:6.78, time:0.04955434799194336
width:25.041, height:6.792, time:0.05072975158691406
width:25.065, height:6.83, time:0.05350446701049805
width:25.057, height:6.807, time:0.054971933364868164
width:25.106, height:6.809, time:0.05744218826293945
width:25.069, height:6.81, time:0.060636281967163086
width:25.068, height:6.819, time:0.06197500228881836
width:25.068, height:6.803, time:0.06419062614440918
width:25.069, height:6.801, time:0.06519007682800293
width:25.044, height:6.777, time:0.06881880760192871
width:25.044, height:6.777, time:0.06932973861694336
width:25.044, height:6.787, time:0.0723414421081543
width:25.044, height:6.796, time:0.07335042953491211
width:25.069, height:6.829, time:0.07687902450561523
width:25.069, height:6.829, time:0.07797813415527344
width:25.068, height:6.822, time:0.08016824722290039
width:25.068, height:6.824, time:0.08128023147583008
width:25.068, height:6.841, time:0.08496737480163574
width:25.068, height:6.843, time:0.08602094650268555
width:25.043, height:6.836, time:0.08808779716491699
width:25.068, height:6.825, time:0.09139156341552734
width:25.069, height:6.833, time:0.09239315986633301
width:25.068, height:6.821, time:0.09539270401000977
width:25.043, height:6.794, time:0.09847474098205566
width:25.043, height:6.792, time:0.09980893135070801
width:25.043, height:6.794, time:0.10231781005859375
width:25.042, height:6.816, time:0.10541605949401855
width:25.067, height:6.764, time:0.10878491401672363
width:25.09, height:6.762, time:0.11015701293945312
width:25.091, height:6.797, time:0.11279702186584473
width:25.091, height:6.809, time:0.11603999137878418
width:25.065, height:6.824, time:0.11903762817382812
width:25.065, height:6.796, time:0.1232607364654541
width:25.091, height:6.776, time:0.12625980377197266
width:25.066, height:6.784, time:0.12925958633422852
width:25.066, height:6.786, time:0.13126540184020996
width:25.041, height:6.804, time:0.13377070426940918
width:25.041, height:6.802, time:0.13677048683166504
width:25.011, height:6.787, time:0.1377718448638916
