width:13.265, height:6.183, time:0.0
width:13.268, height:6.187, time:0.000997304916381836
width:13.218, height:6.205, time:0.004367828369140625
width:13.192, height:6.194, time:0.005381584167480469
width:13.218, height:6.2, time:0.008384466171264648
width:13.218, height:6.209, time:0.01138448715209961
width:13.194, height:6.21, time:0.012388229370117188
width:13.194, height:6.189, time:0.014385461807250977
width:13.194, height:6.189, time:0.016386985778808594
width:13.192, height:6.176, time:0.019081830978393555
width:13.192, height:6.177, time:0.020089387893676758
width:13.143, height:6.168, time:0.02332472801208496
width:13.143, height:6.17, time:0.024435043334960938
width:13.168, height:6.182, time:0.0269625186920166
width:13.168, height:6.201, time:0.027964115142822266
width:13.168, height:6.201, time:0.029962539672851562
width:13.192, height:6.202, time:0.029962539672851562
width:13.192, height:6.204, time:0.030968189239501953
width:13.168, height:6.2, time:0.03437614440917969
width:13.137, height:6.208, time:0.03738546371459961
width:13.137, height:6.206, time:0.040723323822021484
width:13.118, height:6.221, time:0.04558205604553223
width:13.143, height:6.229, time:0.04807758331298828
width:13.194, height:6.229, time:0.05121922492980957
width:13.167, height:6.22, time:0.055472612380981445
width:13.167, height:6.212, time:0.05748295783996582
width:13.193, height:6.202, time:0.059957265853881836
width:13.193, height:6.196, time:0.06142783164978027
width:13.144, height:6.177, time:0.06361222267150879
width:13.144, height:6.171, time:0.06461453437805176
width:13.144, height:6.167, time:0.06810998916625977
width:13.094, height:6.166, time:0.07115769386291504
width:13.144, height:6.173, time:0.0744626522064209
width:13.118, height:6.161, time:0.07732439041137695
width:13.093, height:6.179, time:0.07992219924926758
width:13.093, height:6.179, time:0.08141732215881348
width:13.094, height:6.162, time:0.08442497253417969
width:13.069, height:6.16, time:0.08642315864562988
width:13.068, height:6.157, time:0.08842611312866211
width:13.068, height:6.164, time:0.09142446517944336
width:13.068, height:6.162, time:0.09378886222839355
width:13.068, height:6.174, time:0.09486746788024902
width:13.092, height:6.172, time:0.09829330444335938
width:13.093, height:6.176, time:0.09829330444335938
width:13.068, height:6.174, time:0.10220885276794434
width:13.068, height:6.17, time:0.10321402549743652
width:13.068, height:6.154, time:0.10572218894958496
width:13.093, height:6.172, time:0.10873126983642578
width:13.118, height:6.169, time:0.1097567081451416
width:13.068, height:6.187, time:0.1133122444152832
width:13.068, height:6.185, time:0.11399507522583008
width:13.068, height:6.168, time:0.1168980598449707
width:13.12, height:6.182, time:0.11846923828125
width:13.068, height:6.184, time:0.12098050117492676
width:13.068, height:6.201, time:0.12248659133911133
width:13.068, height:6.199, time:0.1251533031463623
width:13.068, height:6.195, time:0.1261613368988037
width:13.067, height:6.185, time:0.1285099983215332
width:13.067, height:6.187, time:0.13052010536193848
width:13.091, height:6.204, time:0.1333932876586914
width:13.091, height:6.205, time:0.13457393646240234
width:13.067, height:6.206, time:0.13659334182739258
width:13.067, height:6.2, time:0.13959527015686035
width:13.067, height:6.189, time:0.14159345626831055
width:13.066, height:6.181, time:0.14381980895996094
width:13.066, height:6.183, time:0.14482951164245605
width:13.016, height:6.186, time:0.1498265266418457
width:13.016, height:6.189, time:0.15082740783691406
width:13.067, height:6.198, time:0.15382719039916992
width:13.042, height:6.196, time:0.15894508361816406
width:13.042, height:6.196, time:0.16010594367980957
width:13.042, height:6.198, time:0.16112589836120605
width:13.042, height:6.196, time:0.16252827644348145
width:13.092, height:6.201, time:0.1676492691040039
width:13.09, height:6.207, time:0.1701045036315918
width:13.067, height:6.223, time:0.17304110527038574
width:13.066, height:6.224, time:0.17413735389709473
width:13.041, height:6.216, time:0.17540240287780762
width:13.042, height:6.202, time:0.17540240287780762
width:13.017, height:6.212, time:0.18069100379943848
width:13.017, height:6.216, time:0.18169045448303223
width:13.017, height:6.216, time:0.18169045448303223
width:13.017, height:6.212, time:0.182692289352417
width:13.043, height:6.219, time:0.18623948097229004
width:13.043, height:6.248, time:0.18924236297607422
width:13.044, height:6.248, time:0.19058871269226074
width:13.093, height:6.248, time:0.1931154727935791
width:13.093, height:6.23, time:0.19579482078552246
width:13.092, height:6.231, time:0.19679665565490723
width:13.118, height:6.258, time:0.19979476928710938
width:13.143, height:6.232, time:0.2025923728942871
width:13.117, height:6.223, time:0.20625925064086914
width:13.093, height:6.218, time:0.2089531421661377
width:13.117, height:6.226, time:0.2099602222442627
width:13.117, height:6.243, time:0.2132420539855957
width:13.118, height:6.235, time:0.2181413173675537
width:13.094, height:6.234, time:0.2208409309387207
width:13.119, height:6.234, time:0.22234773635864258
width:13.092, height:6.235, time:0.22536015510559082
width:13.165, height:6.227, time:0.22835493087768555
width:13.165, height:6.227, time:0.2293555736541748
width:13.19, height:6.226, time:0.23235845565795898
width:13.193, height:6.234, time:0.23435449600219727
width:13.193, height:6.238, time:0.2357194423675537
width:13.191, height:6.259, time:0.23967719078063965
width:13.142, height:6.27, time:0.24249696731567383
width:13.168, height:6.261, time:0.2454690933227539
width:13.168, height:6.248, time:0.2483510971069336
width:13.168, height:6.231, time:0.24952125549316406
width:13.143, height:6.222, time:0.2540009021759033
width:13.143, height:6.216, time:0.2550179958343506
width:13.169, height:6.223, time:0.2580137252807617
width:13.194, height:6.218, time:0.25937867164611816
width:13.194, height:6.216, time:0.26222920417785645
width:13.193, height:6.222, time:0.26324009895324707
width:13.168, height:6.236, time:0.2664456367492676
width:13.192, height:6.223, time:0.2689542770385742
width:13.219, height:6.206, time:0.2719559669494629
width:13.219, height:6.209, time:0.27295660972595215
width:13.219, height:6.208, time:0.2759556770324707
width:13.219, height:6.212, time:0.27695536613464355
width:13.219, height:6.181, time:0.28072237968444824
width:13.192, height:6.231, time:0.2832176685333252
width:13.168, height:6.202, time:0.28622913360595703
width:13.192, height:6.217, time:0.28899288177490234
width:13.193, height:6.208, time:0.2904338836669922
width:13.19, height:6.24, time:0.29313182830810547
width:13.163, height:6.258, time:0.29453015327453613
width:13.161, height:6.229, time:0.2965822219848633
