width:13.218, height:6.496, time:0.0
width:13.216, height:6.541, time:0.0009965896606445312
width:13.215, height:6.562, time:0.001996278762817383
width:13.194, height:6.525, time:0.0049953460693359375
width:13.207, height:6.515, time:0.005993366241455078
width:13.196, height:6.544, time:0.010993242263793945
width:13.196, height:6.551, time:0.011996030807495117
width:13.17, height:6.546, time:0.01542353630065918
width:13.169, height:6.592, time:0.017942428588867188
width:13.168, height:6.602, time:0.021125078201293945
width:13.168, height:6.595, time:0.023573637008666992
width:13.169, height:6.623, time:0.026986122131347656
width:13.169, height:6.582, time:0.03222489356994629
width:13.165, height:6.594, time:0.03475046157836914
width:13.164, height:6.593, time:0.03607749938964844
width:13.12, height:6.575, time:0.039084672927856445
width:13.12, height:6.602, time:0.04212355613708496
width:13.095, height:6.583, time:0.04512310028076172
width:13.069, height:6.602, time:0.04812312126159668
width:13.069, height:6.598, time:0.050122737884521484
width:13.093, height:6.616, time:0.05400538444519043
width:13.069, height:6.615, time:0.0550074577331543
width:13.043, height:6.619, time:0.05800485610961914
width:13.043, height:6.61, time:0.06300520896911621
width:13.018, height:6.604, time:0.06400585174560547
width:13.044, height:6.59, time:0.06700849533081055
width:13.069, height:6.586, time:0.07000541687011719
width:13.069, height:6.593, time:0.07100629806518555
width:13.044, height:6.608, time:0.07413482666015625
width:13.045, height:6.566, time:0.07713484764099121
width:13.045, height:6.53, time:0.08013629913330078
width:13.045, height:6.532, time:0.08113598823547363
width:13.02, height:6.544, time:0.08374810218811035
width:13.019, height:6.555, time:0.0872504711151123
width:13.02, height:6.559, time:0.08979058265686035
width:12.969, height:6.557, time:0.09283781051635742
width:12.995, height:6.528, time:0.09584403038024902
width:13.037, height:6.562, time:0.0990135669708252
width:13.037, height:6.562, time:0.1002039909362793
width:12.987, height:6.511, time:0.10321044921875
width:12.986, height:6.548, time:0.10625624656677246
width:12.986, height:6.515, time:0.10882139205932617
width:12.987, height:6.521, time:0.1124262809753418
width:12.945, height:6.528, time:0.11490035057067871
width:12.945, height:6.53, time:0.11807584762573242
width:12.969, height:6.483, time:0.12075018882751465
width:12.969, height:6.499, time:0.1217498779296875
width:12.968, height:6.509, time:0.12543344497680664
width:12.968, height:6.524, time:0.12613391876220703
width:12.966, height:6.525, time:0.12613391876220703
width:12.991, height:6.543, time:0.12824368476867676
width:12.967, height:6.521, time:0.13077926635742188
width:12.967, height:6.52, time:0.1322782039642334
width:12.967, height:6.517, time:0.13428425788879395
width:12.966, height:6.528, time:0.13736963272094727
width:12.966, height:6.529, time:0.1383678913116455
width:12.941, height:6.527, time:0.1414937973022461
width:12.941, height:6.539, time:0.14249396324157715
width:12.891, height:6.531, time:0.14566898345947266
width:12.915, height:6.523, time:0.14667248725891113
width:12.94, height:6.521, time:0.1496727466583252
width:12.892, height:6.476, time:0.1527998447418213
width:12.891, height:6.468, time:0.15379929542541504
width:12.868, height:6.495, time:0.1568005084991455
width:12.868, height:6.49, time:0.15817666053771973
width:12.868, height:6.472, time:0.16069483757019043
width:12.868, height:6.49, time:0.16170740127563477
width:12.87, height:6.469, time:0.1647050380706787
width:12.844, height:6.482, time:0.16790986061096191
width:12.894, height:6.492, time:0.17090940475463867
width:12.869, height:6.484, time:0.17190790176391602
