width:21.486, height:5.735, time:0.0010156631469726562
width:21.537, height:5.747, time:0.004353761672973633
width:21.563, height:5.737, time:0.008222579956054688
width:21.562, height:5.753, time:0.011049032211303711
width:21.562, height:5.768, time:0.011594772338867188
width:21.586, height:5.762, time:0.015138626098632812
width:21.516, height:5.713, time:0.01840806007385254
width:21.541, height:5.705, time:0.01840806007385254
width:21.542, height:5.713, time:0.01840806007385254
width:21.567, height:5.709, time:0.01840806007385254
width:21.594, height:5.705, time:0.024013280868530273
width:21.541, height:5.751, time:0.02677440643310547
width:21.609, height:5.742, time:0.02929544448852539
width:21.61, height:5.734, time:0.031308650970458984
width:21.638, height:5.712, time:0.03330874443054199
width:21.659, height:5.738, time:0.037000179290771484
width:21.663, height:5.741, time:0.04000377655029297
width:21.691, height:5.727, time:0.04329633712768555
width:21.715, height:5.696, time:0.04611825942993164
width:21.666, height:5.711, time:0.048909664154052734
width:21.64, height:5.711, time:0.04945540428161621
width:21.64, height:5.73, time:0.052472591400146484
width:21.717, height:5.779, time:0.0544736385345459
width:21.79, height:5.749, time:0.06125640869140625
width:21.791, height:5.741, time:0.06349754333496094
width:21.791, height:5.745, time:0.0650169849395752
width:21.741, height:5.769, time:0.06754660606384277
width:21.766, height:5.794, time:0.07055211067199707
width:21.766, height:5.796, time:0.07155728340148926
width:21.893, height:5.763, time:0.0770864486694336
width:21.842, height:5.742, time:0.08024477958679199
width:21.868, height:5.748, time:0.08301997184753418
width:21.919, height:5.788, time:0.08624434471130371
width:21.919, height:5.772, time:0.08724164962768555
width:21.919, height:5.755, time:0.08974766731262207
width:21.919, height:5.72, time:0.09325861930847168
width:21.993, height:5.758, time:0.09638571739196777
width:21.968, height:5.768, time:0.09877204895019531
width:21.867, height:5.74, time:0.10121655464172363
width:21.964, height:5.786, time:0.10272216796875
width:22.095, height:5.781, time:0.10599827766418457
width:22.045, height:5.787, time:0.1087040901184082
width:22.044, height:5.775, time:0.11181426048278809
width:22.044, height:5.781, time:0.11336088180541992
width:22.069, height:5.796, time:0.11592864990234375
width:22.044, height:5.786, time:0.11916494369506836
width:22.001, height:5.747, time:0.12029814720153809
width:21.976, height:5.768, time:0.12287044525146484
width:22.043, height:5.782, time:0.12536931037902832
width:22.046, height:5.761, time:0.12637686729431152
width:22.067, height:5.811, time:0.13018131256103516
width:22.119, height:5.839, time:0.13270092010498047
width:22.119, height:5.833, time:0.13408350944519043
width:22.119, height:5.815, time:0.1367635726928711
width:22.069, height:5.81, time:0.13824200630187988
width:22.117, height:5.847, time:0.14132332801818848
width:22.119, height:5.811, time:0.14446520805358887
width:22.166, height:5.82, time:0.1489119529724121
width:22.167, height:5.826, time:0.15202641487121582
width:22.167, height:5.808, time:0.15402674674987793
width:22.141, height:5.807, time:0.15402674674987793
width:22.17, height:5.804, time:0.15677690505981445
width:22.141, height:5.861, time:0.16037321090698242
width:22.241, height:5.846, time:0.1643831729888916
width:22.241, height:5.838, time:0.16582441329956055
width:22.267, height:5.842, time:0.16683006286621094
width:22.241, height:5.854, time:0.1678307056427002
width:22.241, height:5.861, time:0.16883063316345215
width:22.265, height:5.866, time:0.17203760147094727
width:22.29, height:5.849, time:0.1748967170715332
width:22.317, height:5.89, time:0.1776905059814453
width:22.317, height:5.857, time:0.17995309829711914
width:22.365, height:5.867, time:0.18594717979431152
width:22.366, height:5.876, time:0.18694663047790527
width:22.366, height:5.878, time:0.1899852752685547
width:22.392, height:5.864, time:0.193375825881958
width:22.416, height:5.848, time:0.1963825225830078
width:22.39, height:5.864, time:0.19952178001403809
width:22.39, height:5.876, time:0.20075511932373047
width:22.364, height:5.873, time:0.2037520408630371
width:22.39, height:5.875, time:0.20798182487487793
width:22.416, height:5.906, time:0.2093966007232666
width:22.467, height:5.857, time:0.21175742149353027
width:22.543, height:5.87, time:0.21476006507873535
width:22.542, height:5.906, time:0.21604132652282715
width:22.567, height:5.92, time:0.21894574165344238
width:22.567, height:5.907, time:0.22041869163513184
width:22.617, height:5.925, time:0.22041869163513184
