width:13.341, height:6.242, time:0.0
width:13.291, height:6.254, time:0.003437042236328125
width:13.34, height:6.267, time:0.006544351577758789
width:13.34, height:6.263, time:0.007544040679931641
width:13.29, height:6.224, time:0.010543107986450195
width:13.289, height:6.243, time:0.01373910903930664
width:13.289, height:6.246, time:0.014360427856445312
width:13.263, height:6.234, time:0.016907453536987305
width:13.263, height:6.237, time:0.01891493797302246
width:13.264, height:6.243, time:0.02126455307006836
width:13.265, height:6.243, time:0.024602890014648438
width:13.266, height:6.243, time:0.025610923767089844
width:13.267, height:6.232, time:0.028611421585083008
width:13.217, height:6.258, time:0.0337367057800293
width:13.269, height:6.251, time:0.03487420082092285
width:13.269, height:6.239, time:0.03745269775390625
width:13.244, height:6.237, time:0.03846240043640137
width:13.293, height:6.255, time:0.04146146774291992
width:13.269, height:6.261, time:0.044458866119384766
width:13.244, height:6.272, time:0.04589223861694336
width:13.218, height:6.281, time:0.04848456382751465
width:13.166, height:6.285, time:0.051409244537353516
width:13.217, height:6.318, time:0.05273270606994629
width:13.217, height:6.339, time:0.055176734924316406
width:13.219, height:6.325, time:0.05818510055541992
width:13.218, height:6.338, time:0.06145167350769043
width:13.218, height:6.341, time:0.06244945526123047
width:13.164, height:6.357, time:0.06544971466064453
width:13.19, height:6.357, time:0.06658148765563965
width:13.189, height:6.361, time:0.0695805549621582
width:13.165, height:6.368, time:0.07094311714172363
width:13.167, height:6.357, time:0.0732872486114502
width:13.165, height:6.341, time:0.07696223258972168
width:13.166, height:6.33, time:0.0794057846069336
width:13.217, height:6.321, time:0.08057618141174316
width:13.168, height:6.284, time:0.08372354507446289
width:13.167, height:6.294, time:0.08488821983337402
width:13.167, height:6.316, time:0.08574199676513672
width:13.092, height:6.241, time:0.08851289749145508
width:13.166, height:6.345, time:0.09182381629943848
width:13.164, height:6.322, time:0.09434628486633301
width:13.164, height:6.32, time:0.09535551071166992
width:13.169, height:6.317, time:0.0979926586151123
width:13.144, height:6.293, time:0.10132265090942383
width:13.144, height:6.289, time:0.10299348831176758
width:13.093, height:6.282, time:0.10533714294433594
width:13.093, height:6.278, time:0.10634589195251465
width:13.093, height:6.285, time:0.10952472686767578
width:13.143, height:6.273, time:0.11266040802001953
width:13.143, height:6.264, time:0.11588382720947266
width:13.118, height:6.287, time:0.11888289451599121
width:13.118, height:6.279, time:0.1199045181274414
width:13.143, height:6.281, time:0.12291789054870605
width:13.143, height:6.275, time:0.12386727333068848
width:13.143, height:6.27, time:0.12690377235412598
width:13.117, height:6.299, time:0.12921476364135742
width:13.116, height:6.289, time:0.13222098350524902
width:13.116, height:6.303, time:0.1354672908782959
width:13.116, height:6.303, time:0.13646864891052246
width:13.168, height:6.304, time:0.13746881484985352
width:13.169, height:6.306, time:0.14046669006347656
width:13.194, height:6.305, time:0.14192771911621094
width:13.219, height:6.294, time:0.14445948600769043
width:13.219, height:6.292, time:0.14547061920166016
width:13.244, height:6.258, time:0.14797544479370117
width:13.244, height:6.241, time:0.14897561073303223
width:13.242, height:6.239, time:0.15266084671020508
width:13.243, height:6.241, time:0.15367817878723145
width:13.244, height:6.232, time:0.15685701370239258
width:13.244, height:6.226, time:0.1576671600341797
width:13.244, height:6.223, time:0.16024398803710938
width:13.244, height:6.224, time:0.1619710922241211
width:13.243, height:6.218, time:0.16431474685668945
width:13.243, height:6.218, time:0.16532540321350098
width:13.294, height:6.241, time:0.16834139823913574
width:13.369, height:6.26, time:0.17156124114990234
width:13.344, height:6.26, time:0.1725754737854004
width:13.042, height:6.229, time:0.1756455898284912
width:13.047, height:6.234, time:0.17817187309265137
width:13.052, height:6.267, time:0.18117117881774902
width:13.022, height:6.263, time:0.18217849731445312
width:13.051, height:6.256, time:0.18530774116516113
width:13.343, height:6.262, time:0.18631434440612793
width:13.05, height:6.261, time:0.18764233589172363
width:13.343, height:6.266, time:0.18881964683532715
width:13.299, height:6.213, time:0.18982791900634766
width:13.292, height:6.221, time:0.18982791900634766
width:13.268, height:6.226, time:0.1909937858581543
width:13.278, height:6.236, time:0.19303488731384277
width:13.286, height:6.274, time:0.19580793380737305
width:13.229, height:6.278, time:0.19880390167236328
width:13.243, height:6.319, time:0.21090459823608398
width:13.243, height:6.321, time:0.21207809448242188
width:13.243, height:6.322, time:0.2131056785583496
width:13.243, height:6.32, time:0.21410346031188965
width:13.293, height:6.322, time:0.2171030044555664
width:13.241, height:6.34, time:0.22133755683898926
width:13.241, height:6.332, time:0.22256970405578613
width:13.282, height:6.304, time:0.22559523582458496
width:13.281, height:6.288, time:0.22659564018249512
width:13.242, height:6.283, time:0.22959613800048828
width:13.242, height:6.295, time:0.23059701919555664
width:13.218, height:6.307, time:0.23308610916137695
width:13.218, height:6.304, time:0.23525094985961914
width:13.116, height:6.301, time:0.23796749114990234
width:13.165, height:6.358, time:0.2407369613647461
