width:13.718, height:5.544, time:0.0
width:13.743, height:5.489, time:0.003997087478637695
width:13.743, height:5.485, time:0.005252838134765625
width:13.793, height:5.515, time:0.005252838134765625
width:13.793, height:5.52, time:0.005252838134765625
width:13.793, height:5.523, time:0.005252838134765625
width:13.818, height:5.488, time:0.01476287841796875
width:13.818, height:5.486, time:0.016071557998657227
width:13.818, height:5.456, time:0.016071557998657227
width:13.817, height:5.49, time:0.016071557998657227
width:13.817, height:5.481, time:0.016071557998657227
width:13.817, height:5.512, time:0.0305783748626709
width:13.816, height:5.507, time:0.031725406646728516
width:13.842, height:5.487, time:0.033106088638305664
width:13.842, height:5.481, time:0.03654980659484863
width:13.816, height:5.498, time:0.03654980659484863
width:13.841, height:5.517, time:0.03654980659484863
width:13.893, height:5.478, time:0.04426264762878418
width:13.894, height:5.476, time:0.0456850528717041
width:13.869, height:5.482, time:0.04895353317260742
width:13.844, height:5.473, time:0.05133509635925293
width:13.869, height:5.461, time:0.05435061454772949
width:13.895, height:5.482, time:0.05773591995239258
width:13.869, height:5.488, time:0.05879783630371094
width:13.869, height:5.492, time:0.06142139434814453
width:13.84, height:5.449, time:0.06495141983032227
width:13.865, height:5.444, time:0.06495141983032227
width:13.862, height:5.463, time:0.06495141983032227
width:13.847, height:5.453, time:0.06495141983032227
width:13.862, height:5.46, time:0.06495141983032227
width:13.888, height:5.461, time:0.07845664024353027
width:13.887, height:5.469, time:0.07845664024353027
width:13.857, height:5.484, time:0.07845664024353027
width:13.855, height:5.465, time:0.07845664024353027
width:13.862, height:5.456, time:0.07845664024353027
width:13.862, height:5.459, time:0.07845664024353027
width:13.863, height:5.479, time:0.07845664024353027
width:13.864, height:5.46, time:0.07845664024353027
width:13.893, height:5.434, time:0.09408926963806152
width:13.843, height:5.438, time:0.09408926963806152
width:13.818, height:5.448, time:0.09408926963806152
width:13.818, height:5.45, time:0.10286307334899902
width:13.818, height:5.463, time:0.10286307334899902
width:13.841, height:5.453, time:0.10286307334899902
width:13.815, height:5.452, time:0.11128520965576172
width:13.841, height:5.405, time:0.11487269401550293
width:13.868, height:5.399, time:0.11628961563110352
width:13.843, height:5.379, time:0.11628961563110352
width:13.892, height:5.446, time:0.11628961563110352
width:13.891, height:5.46, time:0.11628961563110352
width:13.892, height:5.458, time:0.1257951259613037
width:13.868, height:5.475, time:0.12706685066223145
