width:14.141, height:6.469, time:0.0
width:14.116, height:6.475, time:0.0
width:14.116, height:6.476, time:0.0033516883850097656
width:14.14, height:6.477, time:0.0063533782958984375
width:14.14, height:6.473, time:0.008354663848876953
width:14.14, height:6.42, time:0.010860443115234375
width:14.14, height:6.421, time:0.01358342170715332
width:14.116, height:6.407, time:0.014593839645385742
width:14.092, height:6.41, time:0.018108129501342773
width:14.116, height:6.407, time:0.020814895629882812
width:14.116, height:6.379, time:0.021897077560424805
width:14.092, height:6.376, time:0.02510833740234375
width:14.091, height:6.395, time:0.02621603012084961
width:14.042, height:6.42, time:0.0289304256439209
width:14.017, height:6.436, time:0.030508756637573242
width:14.018, height:6.436, time:0.03261685371398926
width:13.992, height:6.438, time:0.035686492919921875
width:13.991, height:6.448, time:0.03669619560241699
width:13.943, height:6.445, time:0.04030871391296387
width:13.968, height:6.447, time:0.04304862022399902
width:13.993, height:6.454, time:0.04439806938171387
width:13.993, height:6.45, time:0.04691004753112793
width:13.994, height:6.446, time:0.04991459846496582
width:13.993, height:6.443, time:0.050911903381347656
width:13.917, height:6.436, time:0.05391955375671387
width:13.942, height:6.443, time:0.05589914321899414
width:13.89, height:6.442, time:0.05841374397277832
width:13.938, height:6.453, time:0.06069350242614746
width:13.911, height:6.449, time:0.0637974739074707
width:13.91, height:6.448, time:0.06499600410461426
width:13.868, height:6.437, time:0.0700068473815918
width:13.866, height:6.453, time:0.07100772857666016
width:13.842, height:6.45, time:0.07100772857666016
width:13.842, height:6.453, time:0.07311654090881348
width:13.795, height:6.41, time:0.07625341415405273
width:13.768, height:6.445, time:0.07898426055908203
width:13.768, height:6.447, time:0.0804288387298584
width:13.768, height:6.452, time:0.0804288387298584
width:13.818, height:6.458, time:0.08244061470031738
width:13.794, height:6.449, time:0.08444094657897949
width:13.744, height:6.439, time:0.0878000259399414
width:13.744, height:6.439, time:0.08879971504211426
width:13.744, height:6.446, time:0.08879971504211426
width:13.742, height:6.445, time:0.09102964401245117
width:13.744, height:6.444, time:0.09402894973754883
width:13.742, height:6.451, time:0.0970304012298584
width:13.742, height:6.444, time:0.10002779960632324
width:13.768, height:6.43, time:0.1030280590057373
width:13.744, height:6.422, time:0.10624074935913086
width:13.768, height:6.428, time:0.10735130310058594
