width:16.194, height:5.283, time:0.0010080337524414062
width:16.245, height:5.282, time:0.003006458282470703
width:16.243, height:5.266, time:0.006948232650756836
width:16.292, height:5.309, time:0.009142398834228516
width:16.317, height:5.312, time:0.011150598526000977
width:16.293, height:5.305, time:0.013397216796875
width:16.292, height:5.33, time:0.016406536102294922
width:16.292, height:5.334, time:0.017899513244628906
width:16.316, height:5.318, time:0.02020406723022461
width:16.398, height:5.279, time:0.023845672607421875
width:16.399, height:5.274, time:0.023845672607421875
width:16.351, height:5.278, time:0.02796030044555664
width:16.343, height:5.293, time:0.029959440231323242
width:16.318, height:5.303, time:0.03196001052856445
width:16.404, height:5.256, time:0.033959388732910156
width:16.401, height:5.227, time:0.034960031509399414
width:16.434, height:5.286, time:0.038417816162109375
width:16.434, height:5.284, time:0.039424896240234375
width:16.434, height:5.286, time:0.04262042045593262
width:16.434, height:5.29, time:0.04574084281921387
width:16.434, height:5.29, time:0.046762704849243164
width:16.429, height:5.272, time:0.04976201057434082
width:16.404, height:5.278, time:0.05076241493225098
width:16.401, height:5.276, time:0.05176067352294922
width:16.399, height:5.269, time:0.05276846885681152
width:16.397, height:5.266, time:0.05410408973693848
width:16.42, height:5.266, time:0.058805227279663086
width:16.38, height:5.275, time:0.061814308166503906
width:16.38, height:5.281, time:0.06315803527832031
width:16.416, height:5.325, time:0.06768035888671875
width:16.466, height:5.345, time:0.07106995582580566
width:16.468, height:5.329, time:0.07433319091796875
width:16.492, height:5.326, time:0.07433319091796875
width:16.493, height:5.312, time:0.07533717155456543
width:16.494, height:5.28, time:0.07834076881408691
width:16.569, height:5.255, time:0.0813741683959961
width:16.544, height:5.278, time:0.08437418937683105
width:16.595, height:5.262, time:0.08737897872924805
width:16.595, height:5.23, time:0.09037375450134277
width:16.594, height:5.231, time:0.09337258338928223
width:16.594, height:5.239, time:0.09437251091003418
width:16.569, height:5.227, time:0.09537243843078613
width:16.569, height:5.237, time:0.09637260437011719
width:16.569, height:5.26, time:0.09937310218811035
width:16.519, height:5.254, time:0.100921630859375
width:16.543, height:5.247, time:0.10346102714538574
width:16.519, height:5.236, time:0.10487937927246094
width:16.544, height:5.236, time:0.1071469783782959
width:16.544, height:5.293, time:0.11114883422851562
width:16.569, height:5.283, time:0.11314558982849121
width:16.545, height:5.307, time:0.11614584922790527
width:16.545, height:5.31, time:0.11714816093444824
width:16.544, height:5.281, time:0.12009072303771973
width:16.519, height:5.278, time:0.1233208179473877
width:16.519, height:5.285, time:0.12489771842956543
width:16.569, height:5.25, time:0.12772297859191895
width:16.544, height:5.258, time:0.13083148002624512
width:16.544, height:5.238, time:0.13134074211120605
width:16.595, height:5.156, time:0.1343522071838379
width:16.62, height:5.153, time:0.13534927368164062
width:16.569, height:5.16, time:0.13872075080871582
width:16.595, height:5.168, time:0.1419510841369629
width:16.594, height:5.175, time:0.14397025108337402
width:16.594, height:5.177, time:0.14597225189208984
width:16.569, height:5.177, time:0.1479785442352295
width:16.569, height:5.18, time:0.14997220039367676
width:16.569, height:5.182, time:0.1525862216949463
width:16.543, height:5.164, time:0.1555924415588379
width:16.543, height:5.165, time:0.15659403800964355
width:16.594, height:5.171, time:0.15951204299926758
width:16.568, height:5.169, time:0.16251826286315918
width:16.568, height:5.165, time:0.16412711143493652
width:16.619, height:5.173, time:0.16696691513061523
width:16.619, height:5.151, time:0.16999268531799316
width:16.644, height:5.175, time:0.17272043228149414
width:16.644, height:5.152, time:0.17405176162719727
width:16.644, height:5.147, time:0.17522501945495605
width:16.643, height:5.142, time:0.17522501945495605
width:16.644, height:5.137, time:0.17880535125732422
width:16.593, height:5.127, time:0.1815035343170166
width:16.593, height:5.1, time:0.1845090389251709
width:16.593, height:5.119, time:0.18550848960876465
width:16.594, height:5.119, time:0.1905207633972168
width:16.569, height:5.105, time:0.19551920890808105
width:16.569, height:5.105, time:0.19676923751831055
width:16.543, height:5.134, time:0.20147395133972168
width:16.543, height:5.148, time:0.20448064804077148
width:16.594, height:5.149, time:0.20747876167297363
width:16.594, height:5.153, time:0.2084810733795166
width:16.517, height:5.148, time:0.21147918701171875
width:16.543, height:5.146, time:0.2150897979736328
width:16.543, height:5.135, time:0.2181088924407959
