width:15.894, height:5.309, time:0.002489805221557617
width:15.871, height:5.323, time:0.0042498111724853516
width:15.821, height:5.312, time:0.0079345703125
width:15.768, height:5.311, time:0.00994253158569336
width:15.768, height:5.299, time:0.012588739395141602
width:15.813, height:5.259, time:0.015131473541259766
width:15.793, height:5.233, time:0.016808509826660156
width:15.77, height:5.265, time:0.022003650665283203
width:15.793, height:5.311, time:0.02445244789123535
width:15.769, height:5.34, time:0.028059959411621094
width:15.718, height:5.338, time:0.030754566192626953
width:15.718, height:5.315, time:0.033750295639038086
width:15.782, height:5.242, time:0.03810381889343262
width:15.731, height:5.283, time:0.03810381889343262
width:15.727, height:5.255, time:0.04366898536682129
width:15.693, height:5.305, time:0.04366898536682129
width:15.67, height:5.268, time:0.04679393768310547
width:15.645, height:5.266, time:0.04973316192626953
width:15.669, height:5.334, time:0.04973316192626953
width:15.645, height:5.295, time:0.05296206474304199
width:15.618, height:5.275, time:0.05922222137451172
width:15.645, height:5.276, time:0.060245513916015625
width:15.594, height:5.269, time:0.06285548210144043
width:15.594, height:5.254, time:0.06575870513916016
width:15.595, height:5.223, time:0.06575870513916016
width:15.568, height:5.231, time:0.06575870513916016
width:15.544, height:5.228, time:0.06575870513916016
width:15.569, height:5.258, time:0.07372164726257324
width:15.544, height:5.273, time:0.07753467559814453
width:15.544, height:5.271, time:0.07869195938110352
width:15.544, height:5.258, time:0.07869195938110352
width:15.519, height:5.258, time:0.0836949348449707
width:15.477, height:5.263, time:0.08645248413085938
width:15.567, height:5.274, time:0.08773517608642578
width:15.542, height:5.291, time:0.09114670753479004
width:15.518, height:5.28, time:0.09343814849853516
width:15.493, height:5.294, time:0.09343814849853516
width:15.519, height:5.283, time:0.09343814849853516
width:15.543, height:5.287, time:0.09343814849853516
width:15.468, height:5.304, time:0.10098671913146973
width:15.467, height:5.305, time:0.10098671913146973
width:15.418, height:5.305, time:0.1094970703125
width:15.442, height:5.307, time:0.1094970703125
width:15.417, height:5.312, time:0.1094970703125
width:15.417, height:5.312, time:0.11127185821533203
width:15.418, height:5.313, time:0.11536478996276855
width:15.392, height:5.291, time:0.12002944946289062
width:15.369, height:5.29, time:0.12002944946289062
width:15.394, height:5.291, time:0.12663578987121582
width:15.393, height:5.307, time:0.12781906127929688
width:15.418, height:5.307, time:0.12781906127929688
width:15.388, height:5.297, time:0.12943434715270996
width:15.412, height:5.299, time:0.12943434715270996
width:15.412, height:5.305, time:0.1335430145263672
width:15.388, height:5.309, time:0.1335430145263672
width:15.392, height:5.317, time:0.1335430145263672
width:15.392, height:5.316, time:0.14225482940673828
width:15.365, height:5.28, time:0.14373302459716797
width:15.343, height:5.255, time:0.1467571258544922
width:15.319, height:5.268, time:0.1499793529510498
width:15.344, height:5.271, time:0.15282392501831055
width:15.369, height:5.278, time:0.15717196464538574
width:15.319, height:5.287, time:0.15717196464538574
width:15.319, height:5.29, time:0.159315824508667
width:15.319, height:5.287, time:0.159315824508667
width:15.295, height:5.293, time:0.16043639183044434
width:15.319, height:5.289, time:0.1628422737121582
width:15.294, height:5.283, time:0.16679620742797852
width:15.295, height:5.263, time:0.16890335083007812
width:15.292, height:5.284, time:0.17327427864074707
width:15.292, height:5.286, time:0.17327427864074707
width:15.295, height:5.299, time:0.17734217643737793
width:15.318, height:5.256, time:0.17885875701904297
width:15.318, height:5.282, time:0.1818852424621582
width:15.268, height:5.286, time:0.1847696304321289
width:15.268, height:5.289, time:0.1874842643737793
width:15.268, height:5.297, time:0.19013476371765137
width:15.243, height:5.249, time:0.1922769546508789
width:15.27, height:5.254, time:0.1922769546508789
width:15.243, height:5.271, time:0.19562244415283203
width:15.243, height:5.276, time:0.19861268997192383
width:15.266, height:5.311, time:0.1997995376586914
width:15.242, height:5.283, time:0.20409297943115234
width:15.193, height:5.245, time:0.20520997047424316
width:15.217, height:5.265, time:0.20788025856018066
width:15.192, height:5.287, time:0.20945096015930176
width:15.218, height:5.27, time:0.21112561225891113
width:15.194, height:5.267, time:0.2138831615447998
width:15.168, height:5.277, time:0.21659541130065918
width:15.169, height:5.282, time:0.2177572250366211
width:15.169, height:5.28, time:0.22197794914245605
width:15.194, height:5.312, time:0.22458219528198242
width:15.194, height:5.303, time:0.22845149040222168
width:15.194, height:5.297, time:0.2313375473022461
width:15.194, height:5.296, time:0.2313375473022461
width:15.17, height:5.297, time:0.2313375473022461
width:15.17, height:5.297, time:0.2339322566986084
