width:14.317, height:6.148, time:0.002162456512451172
width:14.319, height:6.162, time:0.005244016647338867
width:14.319, height:6.162, time:0.00625157356262207
width:14.293, height:6.141, time:0.009434700012207031
width:14.316, height:6.142, time:0.012621164321899414
width:14.291, height:6.139, time:0.01362156867980957
width:14.291, height:6.126, time:0.016623497009277344
width:14.291, height:6.129, time:0.017622709274291992
width:14.316, height:6.13, time:0.02062201499938965
width:14.292, height:6.135, time:0.023991823196411133
width:14.29, height:6.139, time:0.026819944381713867
width:14.288, height:6.131, time:0.029546499252319336
width:14.313, height:6.123, time:0.03282284736633301
width:14.31, height:6.147, time:0.035533905029296875
width:14.274, height:6.108, time:0.03819704055786133
width:14.273, height:6.106, time:0.039205312728881836
width:14.217, height:6.151, time:0.044713735580444336
width:14.192, height:6.16, time:0.04772496223449707
width:14.166, height:6.155, time:0.050722599029541016
width:14.165, height:6.152, time:0.051849365234375
width:14.138, height:6.149, time:0.05497908592224121
width:14.134, height:6.145, time:0.05771493911743164
width:14.121, height:6.088, time:0.06089186668395996
width:14.094, height:6.115, time:0.06310677528381348
width:14.094, height:6.089, time:0.06558084487915039
width:14.094, height:6.092, time:0.06679105758666992
width:14.094, height:6.1, time:0.07093977928161621
width:14.094, height:6.084, time:0.07524394989013672
width:14.068, height:6.109, time:0.07889747619628906
width:14.016, height:6.138, time:0.08116006851196289
width:14.016, height:6.146, time:0.08257055282592773
width:13.991, height:6.15, time:0.08357834815979004
width:13.99, height:6.142, time:0.08357834815979004
width:14.042, height:6.137, time:0.0875399112701416
width:14.044, height:6.146, time:0.09039807319641113
width:14.044, height:6.144, time:0.09289789199829102
width:14.017, height:6.104, time:0.09633517265319824
width:13.993, height:6.112, time:0.09953784942626953
width:13.963, height:6.108, time:0.10054349899291992
width:13.963, height:6.137, time:0.10354399681091309
width:13.993, height:6.115, time:0.10654306411743164
width:13.993, height:6.128, time:0.1095438003540039
width:13.942, height:6.131, time:0.11254429817199707
width:13.994, height:6.135, time:0.11584258079528809
width:14.018, height:6.162, time:0.11885738372802734
width:14.018, height:6.162, time:0.12105703353881836
width:14.018, height:6.147, time:0.12257695198059082
width:14.018, height:6.165, time:0.12717604637145996
width:14.018, height:6.169, time:0.12839627265930176
width:13.994, height:6.187, time:0.1309490203857422
width:13.994, height:6.184, time:0.13301992416381836
width:14.019, height:6.189, time:0.1349787712097168
width:14.019, height:6.181, time:0.1384575366973877
width:14.044, height:6.181, time:0.14098501205444336
width:14.044, height:6.185, time:0.1423659324645996
width:14.044, height:6.185, time:0.14482688903808594
width:14.044, height:6.187, time:0.14631247520446777
width:14.044, height:6.205, time:0.14943194389343262
width:14.043, height:6.218, time:0.15262436866760254
width:14.043, height:6.222, time:0.15513253211975098
width:14.043, height:6.203, time:0.1581406593322754
width:14.017, height:6.172, time:0.16079330444335938
width:14.017, height:6.164, time:0.16279172897338867
width:14.017, height:6.153, time:0.16579198837280273
width:14.017, height:6.147, time:0.166792631149292
width:14.042, height:6.143, time:0.16979503631591797
width:14.017, height:6.137, time:0.17226004600524902
width:14.068, height:6.115, time:0.17546343803405762
width:14.068, height:6.111, time:0.17894244194030762
width:14.044, height:6.102, time:0.18193411827087402
width:14.044, height:6.106, time:0.18450021743774414
width:14.044, height:6.11, time:0.1858062744140625
width:14.044, height:6.113, time:0.1858062744140625
width:14.044, height:6.112, time:0.18715333938598633
width:14.044, height:6.116, time:0.18839597702026367
width:14.019, height:6.096, time:0.19091415405273438
width:14.019, height:6.1, time:0.1944565773010254
width:13.993, height:6.108, time:0.19604063034057617
width:13.967, height:6.113, time:0.19843101501464844
width:13.968, height:6.117, time:0.20131754875183105
width:13.968, height:6.12, time:0.20232439041137695
width:13.944, height:6.146, time:0.20532584190368652
width:13.944, height:6.146, time:0.20632624626159668
width:13.918, height:6.136, time:0.20932555198669434
width:13.943, height:6.133, time:0.21033525466918945
width:13.943, height:6.136, time:0.21378755569458008
width:13.918, height:6.139, time:0.21601343154907227
width:13.918, height:6.138, time:0.21702337265014648
width:13.917, height:6.145, time:0.22008776664733887
width:13.917, height:6.16, time:0.22109460830688477
width:13.917, height:6.153, time:0.22454333305358887
width:13.943, height:6.142, time:0.22571563720703125
width:13.943, height:6.129, time:0.22872233390808105
width:13.917, height:6.145, time:0.23099470138549805
width:13.841, height:6.123, time:0.23378777503967285
width:13.841, height:6.121, time:0.23579740524291992
width:13.891, height:6.116, time:0.23809003829956055
width:13.891, height:6.121, time:0.23925399780273438
width:13.856, height:6.097, time:0.24466919898986816
width:13.856, height:6.078, time:0.24716734886169434
width:13.811, height:5.867, time:0.25017547607421875
width:13.819, height:6.088, time:0.2536916732788086
width:13.854, height:6.064, time:0.25652623176574707
width:13.854, height:6.063, time:0.25753140449523926
width:13.819, height:6.092, time:0.26102662086486816
width:13.819, height:6.098, time:0.26354146003723145
width:13.849, height:6.084, time:0.2737696170806885
width:13.848, height:6.091, time:0.2752108573913574
width:13.847, height:6.085, time:0.2752108573913574
width:13.852, height:6.093, time:0.27889156341552734
width:13.851, height:6.103, time:0.2810802459716797
width:13.85, height:6.105, time:0.2848355770111084
width:13.819, height:6.145, time:0.2881021499633789
width:13.794, height:6.148, time:0.290114164352417
width:13.794, height:6.169, time:0.292574405670166
width:13.794, height:6.173, time:0.29398202896118164
width:13.794, height:6.176, time:0.29709887504577637
width:13.794, height:6.174, time:0.300919771194458
width:13.794, height:6.169, time:0.3019392490386963
width:13.794, height:6.16, time:0.3049459457397461
width:13.794, height:6.152, time:0.30704355239868164
width:13.794, height:6.153, time:0.30812954902648926
width:13.794, height:6.153, time:0.311262845993042
width:13.794, height:6.149, time:0.31226301193237305
width:13.769, height:6.113, time:0.31554651260375977
width:13.769, height:6.109, time:0.3165464401245117
width:13.743, height:6.14, time:0.3196530342102051
width:13.743, height:6.14, time:0.3208038806915283
width:13.719, height:6.124, time:0.3234989643096924
width:13.718, height:6.112, time:0.3262491226196289
width:13.719, height:6.111, time:0.32724928855895996
width:13.694, height:6.12, time:0.3302490711212158
width:13.693, height:6.111, time:0.33287501335144043
width:13.693, height:6.112, time:0.33388590812683105
width:13.693, height:6.108, time:0.33771204948425293
width:13.692, height:6.092, time:0.3403284549713135
width:13.692, height:6.092, time:0.3418285846710205
width:13.69, height:6.104, time:0.3438401222229004
width:13.715, height:6.106, time:0.3458423614501953
width:13.692, height:6.095, time:0.3480372428894043
width:13.692, height:6.091, time:0.34903669357299805
width:13.692, height:6.078, time:0.3520376682281494
width:13.692, height:6.069, time:0.353039026260376
width:13.692, height:6.071, time:0.35683155059814453
width:13.667, height:6.074, time:0.35933923721313477
width:13.667, height:6.069, time:0.3605468273162842
width:13.665, height:6.05, time:0.3635561466217041
width:13.664, height:6.047, time:0.36655569076538086
width:13.619, height:6.034, time:0.36955714225769043
width:13.618, height:6.028, time:0.373079776763916
width:13.594, height:6.044, time:0.37560129165649414
width:13.645, height:6.061, time:0.3785974979400635
width:13.645, height:6.064, time:0.3785974979400635
width:13.645, height:6.066, time:0.3809335231781006
width:13.645, height:6.059, time:0.3835456371307373
width:13.67, height:6.052, time:0.3868224620819092
width:13.67, height:6.066, time:0.3898327350616455
width:13.668, height:6.067, time:0.39209938049316406
width:13.644, height:6.055, time:0.3955421447753906
width:13.644, height:6.055, time:0.39653921127319336
width:13.642, height:6.061, time:0.40062904357910156
width:13.642, height:6.061, time:0.4029881954193115
width:13.642, height:6.068, time:0.40598559379577637
width:13.617, height:6.074, time:0.40898776054382324
width:13.619, height:6.077, time:0.41149353981018066
width:13.619, height:6.074, time:0.4125022888183594
width:13.619, height:6.074, time:0.4155001640319824
width:13.619, height:6.072, time:0.41889309883117676
width:13.594, height:6.094, time:0.42092347145080566
width:13.619, height:6.095, time:0.42432284355163574
width:13.617, height:6.083, time:0.42959117889404297
width:13.569, height:6.073, time:0.43225932121276855
width:13.568, height:6.074, time:0.435772180557251
width:13.568, height:6.069, time:0.4382591247558594
width:13.594, height:6.077, time:0.441875696182251
width:13.594, height:6.077, time:0.44288182258605957
width:13.569, height:6.073, time:0.44589805603027344
width:13.569, height:6.075, time:0.4469187259674072
width:13.569, height:6.082, time:0.4469187259674072
width:13.569, height:6.091, time:0.4489097595214844
width:13.569, height:6.094, time:0.44991469383239746
width:13.543, height:6.086, time:0.4527313709259033
width:13.543, height:6.088, time:0.45542311668395996
width:13.567, height:6.083, time:0.4577908515930176
width:13.551, height:6.051, time:0.46013426780700684
width:13.5, height:6.049, time:0.4611372947692871
width:13.528, height:6.054, time:0.4611372947692871
width:13.564, height:6.099, time:0.46227359771728516
width:13.568, height:6.104, time:0.46565675735473633
width:13.568, height:6.101, time:0.4669654369354248
width:13.544, height:6.093, time:0.46903324127197266
width:13.517, height:6.101, time:0.4727351665496826
width:13.514, height:6.119, time:0.47608518600463867
width:13.468, height:6.129, time:0.47782349586486816
width:13.467, height:6.137, time:0.48141956329345703
width:13.517, height:6.147, time:0.4828667640686035
width:13.49, height:6.151, time:0.4880969524383545
width:13.491, height:6.155, time:0.49047207832336426
